label_frame,xmin,ymin,xmax,ymax,label_name
0,647.37975,618.9582,661.27473,644.2218,pedestrian
0,957.6487618090855,606.6396491454866,978.1762854272565,622.4310963818289,vehicle
0,1556.553555,619.273995,1627.923225,710.8545450000001,pedestrian
0,334.11111,638.5374899999999,354.32198999999997,658.74837,pedestrian
0,749.381535,607.5895800000001,816.961665,660.6431399999999,vehicle
0,532.4303699999998,617.379225,560.2203299999999,667.274835,pedestrian
0,1045.91304,623.37933,1076.2293599999998,658.74837,vehicle
0,1064.22915,529.27242,1266.3379499999999,731.38122,vehicle
0,246.32009999999997,640.1164650000001,290.5314,720.328395,pedestrian
0,366.32219999999995,634.11636,389.0594399999999,663.1695,pedestrian
0,1289.07519,618.0108149999999,1320.6546899999998,709.591365,pedestrian
0,899.7903092019126,604.025381974378,920.9936030673041,619.8151319743779,vehicle
0,293.0577599999999,651.80088,429.48119999999994,726.3284999999998,vehicle
0,1294.12791,672.3275550000001,1554.3429899999999,868.752045,vehicle
0,742.74984,634.432155,779.3820599999999,726.0127050000001,pedestrian
0,505.587795,622.431945,521.3775449999999,638.221695,vehicle
0,852.962295,604.747425,868.752045,620.5371749999999,vehicle
0,980.7015679084152,603.6420892067958,1003.4388079084151,628.2740992067959,vehicle
0,630.95841,634.432155,665.0642700000001,726.0127050000001,pedestrian
0,1056.3342750000002,627.8004599999999,1075.9135649999998,675.8013000000001,vehicle
0,996.9200826057374,611.4691777307834,1038.243803445507,638.53749,vehicle
0,866.604668558944,601.3999585880745,891.236678558944,623.1266742940372,vehicle
0,1457.07813,698.53854,1919.40201,1054.7553,vehicle
0,557.0623800000001,624.0109199999999,565.90464,641.69544,pedestrian
0,798.3297244711972,608.6948092067959,822.9617344711972,637.1163592067959,vehicle
0,601.90527,636.958515,641.06385,726.0127049999999,pedestrian
0,841.27788,609.48435,858.9624,623.37933,vehicle
0,654.116750703959,607.5897021118774,668.8539321118774,650.5378221118774,pedestrian
0,566.5362299999999,621.48456,586.74711,660.64314,pedestrian
0,925.91094,593.8512245727433,948.6481799999999,619.4314681909144,vehicle
0,823.2778478727237,609.9576181909144,845.3829321272763,624.7991345727432,vehicle
0,723.80214,613.9054800000001,735.17076,636.64272,pedestrian
0,1033.5970350000002,632.22159,1053.176325,653.69565,vehicle
1,958.12203,603.80004,979.59609,621.48456,vehicle
1,1578.659205,623.695125,1651.292055,726.6442949999998,pedestrian
1,320.21613,637.2743099999998,342.95336999999995,657.4851899999999,pedestrian
1,750.3289200000002,605.69481,816.0142800000001,658.7483699999998,vehicle
1,528.6408299999998,612.958095,556.4307899999999,662.853705,pedestrian
1,1046.228835,623.37933,1079.7031049999996,662.53791,vehicle
1,1062.96597,526.7460599999999,1278.96975,733.90758,vehicle
1,230.53035,640.1164650000001,274.74165,720.328395,pedestrian
1,358.11153,631.5899999999999,380.84876999999994,663.1695,pedestrian
1,1297.91745,620.5371749999999,1332.0233099999996,712.1177250000001,pedestrian
1,900.1957314403714,603.3046313282289,921.128743813457,619.0943813282288,vehicle
1,276.63642000000004,649.2745199999999,418.11258,728.8548599999999,vehicle
1,1310.54925,674.853915,1601.0806499999999,883.910205,vehicle
1,725.0653199999999,634.432155,759.17118,728.5390649999999,pedestrian
1,494.21917499999995,621.48456,518.851185,642.95862,vehicle
1,854.2234031983378,604.747425,870.0131531983377,620.5371749999999,vehicle
1,982.4355266518244,603.1691913676842,1005.1727666518243,627.8012013676843,vehicle
1,615.80025,629.3794350000001,654.95883,720.9599850000002,pedestrian
1,1059.17643,627.8004599999999,1080.65049,675.8013000000001,vehicle
1,998.136349321114,610.9286147461715,1038.4690380224285,638.53749,vehicle
1,866.982973778018,600.8955516293094,891.6149837780181,622.8744708146547,vehicle
1,1499.078865,696.9595649999999,1919.0862149999998,1091.7033149999997,vehicle
1,553.2728400000001,616.43184,562.1151,634.11636,pedestrian
1,798.0144592451229,608.2219113676842,822.646469245123,636.6434613676843,vehicle
1,576.64167,636.958515,620.8529699999999,726.0127049999999,pedestrian
1,841.27788,609.48435,858.9624,623.37933,vehicle
1,654.5370976828817,608.8507430486451,670.114973048645,651.7988630486451,pedestrian
1,562.74669,619.58979,582.95757,658.74837,pedestrian
1,925.91094,592.4314199999999,948.6481799999999,618.9582,vehicle
1,823.59336,609.48435,845.06742,623.37933,vehicle
1,723.80214,607.5895799999998,737.69712,635.3795399999999,pedestrian
1,1032.64965,628.747845,1054.12371,653.379855,vehicle
1,490.42963499999996,630.642615,501.16666499999997,641.379645,vehicle
2,959.0694149999999,602.8526550000001,978.6487050000001,618.642405,vehicle
2,1605.185985,625.2741000000001,1680.3451949999999,778.11888,pedestrian
2,307.58433,642.3270299999999,330.32156999999995,662.53791,pedestrian
2,750.6447149999999,607.5895800000001,818.224845,660.6431399999999,vehicle
2,528.6408299999998,617.379225,556.4307899999999,667.274835,pedestrian
2,1045.28145,623.37933,1080.65049,662.53791,vehicle
2,1061.7027899999998,524.2197,1290.33837,740.22348,vehicle
2,221.68809,641.379645,265.89939,721.5915749999999,pedestrian
2,346.74291000000005,637.27431,369.48015,660.0115499999999,pedestrian
2,1300.44381,620.5371749999999,1342.12875,712.1177250000001,pedestrian
2,900.6024898295357,602.5815053030481,921.2643299431786,618.371255303048,vehicle
2,259.267695,652.43247,406.42816500000004,735.8023499999999,vehicle
2,1328.5495650000003,678.3276599999999,1647.5025150000001,894.3314399999999,vehicle
2,703.5912600000001,629.3794350000001,747.8025600000001,731.065425,pedestrian
2,489.48225,626.221485,519.7985699999999,645.8007750000002,vehicle
2,855.488667632937,604.747425,871.2784176329369,620.5371749999999,vehicle
2,984.1752000057754,602.6947349984249,1006.9124400057754,627.3267449984249,vehicle
