waymo_images/0.jpg,293,650,430,726,vehicle
waymo_images/0.jpg,605,626,640,725,pedestrian
waymo_images/0.jpg,1304,672,1560,857,vehicle
waymo_images/0.jpg,1556,605,1629,718,pedestrian
waymo_images/0.jpg,1061,533,1266,722,vehicle
waymo_images/0.jpg,950,508,981,550,sign
waymo_images/0.jpg,749,609,817,655,vehicle
waymo_images/0.jpg,650,608,675,715,pedestrian
waymo_images/0.jpg,742,617,778,725,pedestrian
waymo_images/0.jpg,1046,620,1073,668,vehicle
waymo_images/0.jpg,623,608,660,723,pedestrian
waymo_images/1.jpg,281,651,423,723,vehicle
waymo_images/1.jpg,588,598,650,737,pedestrian
waymo_images/1.jpg,720,621,761,727,pedestrian
waymo_images/1.jpg,1312,675,1593,871,vehicle
waymo_images/1.jpg,743,609,820,657,vehicle
waymo_images/1.jpg,1588,617,1652,733,pedestrian
waymo_images/1.jpg,1475,704,1918,1070,vehicle
waymo_images/1.jpg,1066,527,1276,724,vehicle
waymo_images/1.jpg,951,506,982,545,sign
waymo_images/1.jpg,1050,618,1078,670,vehicle
waymo_images/2.jpg,266,651,406,729,vehicle
waymo_images/2.jpg,705,627,741,722,pedestrian
waymo_images/2.jpg,1330,681,1646,892,vehicle
waymo_images/2.jpg,747,607,818,659,vehicle
waymo_images/2.jpg,589,609,631,730,pedestrian
waymo_images/2.jpg,565,633,601,723,pedestrian
waymo_images/2.jpg,1067,526,1288,727,vehicle
waymo_images/2.jpg,952,504,985,543,sign
waymo_images/2.jpg,1557,708,1914,1131,vehicle
waymo_images/2.jpg,1049,618,1080,670,vehicle
waymo_images/3.jpg,249,653,398,732,vehicle
waymo_images/3.jpg,681,619,729,731,pedestrian
waymo_images/3.jpg,1356,683,1679,902,vehicle
waymo_images/3.jpg,582,632,617,732,pedestrian
waymo_images/3.jpg,747,612,818,659,vehicle
waymo_images/3.jpg,553,635,581,727,pedestrian
waymo_images/3.jpg,953,506,983,545,sign
waymo_images/3.jpg,1446,689,1907,1187,vehicle
waymo_images/3.jpg,209,636,240,719,pedestrian
waymo_images/3.jpg,1076,525,1292,732,vehicle
waymo_images/3.jpg,1048,618,1081,674,vehicle
waymo_images/3.jpg,1617,598,1718,794,pedestrian
waymo_images/4.jpg,225,653,385,733,vehicle
waymo_images/4.jpg,664,635,705,725,pedestrian
waymo_images/4.jpg,746,612,817,660,vehicle
waymo_images/4.jpg,553,624,599,735,pedestrian
waymo_images/4.jpg,1639,510,1792,803,pedestrian
waymo_images/4.jpg,1368,686,1745,923,vehicle
waymo_images/4.jpg,533,632,563,730,pedestrian
waymo_images/4.jpg,954,508,983,538,sign
waymo_images/4.jpg,192,635,229,716,pedestrian
waymo_images/4.jpg,1669,781,1920,1108,vehicle
waymo_images/4.jpg,370,502,416,575,sign
waymo_images/4.jpg,1052,617,1083,674,vehicle
waymo_images/4.jpg,643,609,662,655,pedestrian
waymo_images/5.jpg,212,652,369,735,vehicle
waymo_images/5.jpg,1410,689,1807,949,vehicle
waymo_images/5.jpg,640,614,687,736,pedestrian
waymo_images/5.jpg,1657,502,1812,764,pedestrian
waymo_images/5.jpg,512,627,548,738,pedestrian
waymo_images/5.jpg,745,609,815,657,vehicle
waymo_images/5.jpg,953,502,986,536,sign
waymo_images/5.jpg,547,631,580,735,pedestrian
waymo_images/6.jpg,196,650,358,740,vehicle
waymo_images/6.jpg,626,607,669,743,pedestrian
waymo_images/6.jpg,745,607,815,656,vehicle
waymo_images/6.jpg,525,628,557,740,pedestrian
waymo_images/6.jpg,493,623,529,736,pedestrian
waymo_images/6.jpg,953,502,985,537,sign
waymo_images/6.jpg,1054,621,1087,669,vehicle
waymo_images/6.jpg,1818,903,1918,1216,vehicle
waymo_images/6.jpg,1423,692,1884,986,vehicle
waymo_images/7.jpg,176,653,343,740,vehicle
waymo_images/7.jpg,468,638,504,752,pedestrian
waymo_images/7.jpg,607,630,648,741,pedestrian
waymo_images/7.jpg,743,603,815,658,vehicle
waymo_images/7.jpg,506,637,542,743,pedestrian
waymo_images/7.jpg,1457,701,1920,1024,vehicle
waymo_images/7.jpg,953,502,985,538,sign
waymo_images/7.jpg,1710,489,1881,717,pedestrian
waymo_images/7.jpg,145,636,184,732,pedestrian
waymo_images/7.jpg,1055,623,1093,676,vehicle
waymo_images/7.jpg,1087,506,1341,743,vehicle
waymo_images/7.jpg,944,587,982,612,vehicle
waymo_images/8.jpg,150,657,331,746,vehicle
waymo_images/8.jpg,447,635,487,750,pedestrian
waymo_images/8.jpg,587,636,625,743,pedestrian
waymo_images/8.jpg,742,605,815,659,vehicle
waymo_images/8.jpg,1492,699,1913,1038,vehicle
waymo_images/8.jpg,488,637,522,744,pedestrian
waymo_images/8.jpg,954,502,984,537,sign
waymo_images/8.jpg,1098,507,1343,749,vehicle
waymo_images/8.jpg,1058,617,1098,677,vehicle
waymo_images/8.jpg,131,644,167,726,pedestrian
waymo_images/9.jpg,129,659,310,753,vehicle
waymo_images/9.jpg,558,629,603,752,pedestrian
waymo_images/9.jpg,427,630,461,748,pedestrian
waymo_images/9.jpg,738,605,814,660,vehicle
waymo_images/9.jpg,465,631,495,752,pedestrian
waymo_images/9.jpg,1058,621,1102,678,vehicle
waymo_images/9.jpg,953,501,985,539,sign
waymo_images/9.jpg,1526,711,1919,1093,vehicle
